lakefs-server  | time="2026-03-11T01:50:43Z" level=info msg="Config loaded" func=cmd/lakefs/cmd.initConfig file="cmd/root.go:155" fields.file=/home/lakefs/.lakefs.yaml file="cmd/root.go:155" phase=startup
lakefs-server  | time="2026-03-11T01:50:47Z" level=info msg="initialized blockstore adapter" func=pkg/block/factory.buildS3Adapter file="build/pkg/block/factory/build.go:125" type=s3
lakefs-server  | time="2026-03-11T01:50:48Z" level=info msg="initialize blockstore adapter" func=pkg/block/factory.buildBlockAdapter file="build/pkg/block/factory/build.go:42" type=s3
lakefs-server  | time="2026-03-11T01:50:48Z" level=info msg="initialized blockstore adapter" func=pkg/block/factory.buildS3Adapter file="build/pkg/block/factory/build.go:125" type=s3
lakefs-server  | time="2026-03-11T01:50:48Z" level=info msg="initialize OpenAPI server" func=pkg/api.Serve file="build/pkg/api/serve.go:37" service=api_gateway
lakefs-server  | 
lakefs-server  | lakeFS 1.48.2 - Up and running (^C to shutdown)...
lakefs-server  | 
lakefs-server  | 
lakefs-server  |      ██╗      █████╗ ██╗  ██╗███████╗███████╗███████╗
lakefs-server  |      ██║     ██╔══██╗██║ ██╔╝██╔════╝██╔════╝██╔════╝
lakefs-server  |      ██║     ███████║█████╔╝ █████╗  █████╗  ███████╗
lakefs-server  |      ██║     ██╔══██║██╔═██╗ ██╔══╝  ██╔══╝  ╚════██║
lakefs-server  |      ███████╗██║  ██║██║  ██╗███████╗██║     ███████║
lakefs-server  |      ╚══════╝╚═╝  ╚═╝╚═╝  ╚═╝╚══════╝╚═╝     ╚══════╝
lakefs-server  | 
lakefs-server  | │
lakefs-server  | │ If you're running lakeFS locally for the first time,
lakefs-server  | │     complete the setup process at http://127.0.0.1:8000/setup
lakefs-server  | │
lakefs-server  | │
lakefs-server  | │ For more information on how to use lakeFS,
lakefs-server  | │     check out the docs at https://docs.lakefs.io/quickstart/
lakefs-server  | │
lakefs-server  | 
lakefs-server  | │
lakefs-server  | │ For support or any other question,                            >(.＿.)<
lakefs-server  | │     join our Slack channel https://docs.lakefs.io/slack         (  )_
lakefs-server  | │
lakefs-server  | 
lakefs-server  | Version 1.48.2
lakefs-server  | 
lakefs-server  | time="2026-03-11T01:50:48Z" level=info msg="initialized S3 Gateway handler" func=pkg/gateway.NewHandler file="build/pkg/gateway/handler.go:129" s3_bare_domain="[s3.local.lakefs.io]" s3_region=us-east-1
lakefs-server  | time="2026-03-11T01:50:48Z" level=info msg="starting HTTP server" func=cmd/lakefs/cmd.init.func9 file="cmd/run.go:364" listen_address="0.0.0.0:8000"
lakefs-server  | time="2026-03-11T01:51:42Z" level=warning msg="Tried to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata.func1" file="build/pkg/cloud/aws/metadata.go:81" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: 89ede2f3-1ed0-41e9-b60e-dd152bd4113f, api error InvalidClientTokenId: The security token included in the request is invalid."
lakefs-server  | time="2026-03-11T01:51:43Z" level=warning msg="Tried to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata.func1" file="build/pkg/cloud/aws/metadata.go:81" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: b5e536bc-1b4b-4243-b841-599469a60cf7, api error InvalidClientTokenId: The security token included in the request is invalid."
lakefs-server  | time="2026-03-11T01:51:43Z" level=warning msg="Tried to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata.func1" file="build/pkg/cloud/aws/metadata.go:81" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: bdfca4f6-a7fd-4e09-8fc7-810fed657be4, api error InvalidClientTokenId: The security token included in the request is invalid."
lakefs-server  | time="2026-03-11T01:51:44Z" level=warning msg="Tried to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata.func1" file="build/pkg/cloud/aws/metadata.go:81" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: b60c046b-e1f5-4c3f-acd7-d41691dcf3c4, api error InvalidClientTokenId: The security token included in the request is invalid."
lakefs-server  | time="2026-03-11T01:51:44Z" level=warning msg="Tried to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata.func1" file="build/pkg/cloud/aws/metadata.go:81" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: e0beb863-f315-477e-bc2d-bd76086ccb7c, api error InvalidClientTokenId: The security token included in the request is invalid."
lakefs-server  | time="2026-03-11T01:51:44Z" level=warning msg="Failed to to get AWS account ID for BI" func="pkg/cloud/aws.(*MetadataProvider).GetMetadata" file="build/pkg/cloud/aws/metadata.go:87" error="operation error STS: GetCallerIdentity, https response error StatusCode: 403, RequestID: e0beb863-f315-477e-bc2d-bd76086ccb7c, api error InvalidClientTokenId: The security token included in the request is invalid."
